From_Date,To_Date
06/25/2022,07/05/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32407161 / 06/28/2022,PU,PCS : 10     WT : 50.00,PU#   3412398,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 6/30/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 6/30/2022 06:58,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409793 / 07/04/2022,PU,PCS : 10     WT : 50.00,PU#   3415030,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 03:25,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409419 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414656,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 07:42,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409420 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414657,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 08:22,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409421 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414658,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 09:33,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409438 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414675,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 07:29,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/4/2022 07:55,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409008 / 06/30/2022,PU,PCS : 10     WT : 50.00,PU#   3414245,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : ,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32407160 / 06/27/2022,PU,PCS : 2     WT : 20.00,PU#   3412397,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 6/30/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 6/30/2022 06:49,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
,32409792 / 07/03/2022,PU,PCS : 2     WT : 20.00,PU#   3415029,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/3/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/4/2022 00:55,,           TotalShipment : 17        Total PCS : 88        Total WT :  514      
