From_Date,To_Date
06/17/2022,06/27/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32395976 / 06/16/2022,PU,PCS : 1     WT : 1.00,PU#   3401213,NOTHING BUNDT CAKES,14101 SEELEY AVE.,,"HOUSTON, TX 77056",PU TM : ,HOUSTON INTL (IAH),2800 N TERMINAL RD,,"HOUSTON, TX 77032",DEL TM : ,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32396066 / 06/17/2022,PU,PCS : 1     WT : 2.00,PU#   3401303,NOTHING BUNDT CAKES,14101 SEELEY AVE.,,"HOUSTON, TX 77056",PU TM : 6/17/2022 05:58,HOUSTON INTL (IAH),2800 N TERMINAL RD,,"HOUSTON, TX 77032",DEL TM : 6/17/2022 05:59,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32402665 / 06/22/2022,PU,PCS : 10     WT : 50.00,PU#   3407902,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 6/23/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 6/23/2022 08:12,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32404652 / 06/24/2022,PU,PCS : 10     WT : 50.00,PU#   3409889,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 6/24/2022 03:26,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 6/24/2022 04:34,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32404683 / 06/24/2022,PU,PCS : 10     WT : 50.00,PU#   3409920,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 6/24/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32396060 / 06/17/2022,PU,PCS : 1     WT : 150.00,PU#   3401297,RAVINA FSL (F5491),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/17/2022 04:51,HENRY FORD PHARMACY,ABHIJIT 1,,"BLUE ISLAND, IL 60406",DEL TM : 6/17/2022 04:51,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32396047 / 06/17/2022,PU,PCS : 1     WT : 1.00,PU#   3401284,NOTHING BUNDT CAKES,14101 SEELEY AVE.,,"BLUE ISLAND, IL 60406",PU TM : 6/17/2022 05:58,AUTOMATION COMPANY,194 INTERNATIONAL BLVD.,,"CHICAGO, IL 60666",DEL TM : 6/17/2022 05:58,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32363688 / 04/22/2022,PU,PCS : 1     WT : 2.00,PU#   3368926,NOTHING BUNDT CAKES,14101 SEELEY AVE.,,"BLUE ISLAND, IL 60406",PU TM : 6/21/2022 07:40,AUTOMATION COMPANY,194 INTERNATIONAL BLVD.,,"GLENDALE HEIGHTS, IL 60139",DEL TM : 6/21/2022 07:41,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32402663 / 06/22/2022,PU,PCS : 2     WT : 20.00,PU#   3407900,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 6/23/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 6/23/2022 08:05,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32404522 / 06/24/2022,PU,PCS : 1     WT : 5.00,PU#   3409759,RAVINA OZA,ABHIJIT 1,,"PALOS HILLS, IL 60465",PU TM : 6/24/2022 01:04,AUTOMATION DEL,301 E 17TH STREET,,"BLUE ISLAND, IL 60406",DEL TM : 6/24/2022 01:06,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32404684 / 06/24/2022,PU,PCS : 2     WT : 20.00,PU#   3409921,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : ,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : ,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,32396054 / 06/17/2022,PU,PCS : 1     WT : 150.00,PU#   3401291,RAVINA FSL (F5491),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/17/2022 04:47,HENRY,14101 SEELEY AVE.,,"BLUE ISLAND, IL 60406",DEL TM : 6/17/2022 04:48,,           TotalShipment : 12        Total PCS : 41        Total WT :  501      
,,,,,,,,,,,,,,,           Shipment : 12        SubTotal PCS : 41        SubTotal WT :  501      ,           TotalShipment : 12        Total PCS : 41        Total WT :  501      

