From_Date,To_Date
06/27/2022,07/07/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409008 / 06/30/2022,PU,PCS : 10     WT : 50.00,PU#   3414245,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : ,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409419 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414656,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 07:42,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409420 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414657,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 08:22,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409421 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414658,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 09:33,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409793 / 07/04/2022,PU,PCS : 10     WT : 50.00,PU#   3415030,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 03:25,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409438 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414675,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 07:29,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/4/2022 07:55,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32412299 / 07/05/2022,PU,PCS : 10     WT : 50.00,PU#   3417536,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/5/2022 07:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/5/2022 07:32,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32412851 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418088,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/6/2022 01:28,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/6/2022 01:30,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32412939 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418174,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/6/2022 04:28,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/6/2022 04:30,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32413329 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418563,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/7/2022 00:52,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/7/2022 00:55,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32407160 / 06/27/2022,PU,PCS : 2     WT : 20.00,PU#   3412397,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 6/30/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 6/30/2022 06:49,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32408829 / 06/30/2022,PU,PCS : 1     WT : 2.00,PU#   3414066,AUTOMATION TO PVT LTD,"14,SHEELEY, TO ADDRESS",,"CHICAGO, IL 60606",PU TM : 7/4/2022 05:30,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/4/2022 23:27,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32408830 / 06/30/2022,PU,PCS : 1     WT : 2.00,PU#   3414067,AUTOMATION TO PVT LTD,"14,SHEELEY, TO ADDRESS",,"CHICAGO, IL 60606",PU TM : 7/6/2022 07:19,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/6/2022 07:22,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409007 / 06/30/2022,PU,PCS : 2     WT : 20.00,PU#   3414244,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 6/30/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/1/2022 00:45,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409338 / 07/01/2022,PU,PCS : 1     WT : 2.00,PU#   3414575,ST FRANCIS MEDICAL CENTER,23900 KATY FWY,Chemistry Laboratory,"HOUSTON, TX 77054",PU TM : 7/4/2022 05:30,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/4/2022 06:26,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409423 / 07/01/2022,PU,PCS : 2     WT : 20.00,PU#   3414660,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/1/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/1/2022 07:14,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409432 / 07/01/2022,PU,PCS : 2     WT : 20.00,PU#   3414669,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/1/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/1/2022 07:32,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
,32409437 / 07/01/2022,PU,PCS : 2     WT : 20.00,PU#   3414674,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/1/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/1/2022 08:18,,           TotalShipment : 26        Total PCS : 126        Total WT :  748      
