From_Date,To_Date
06/26/2022,07/06/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409008 / 06/30/2022,PU,PCS : 10     WT : 50.00,PU#   3414245,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : ,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409419 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414656,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 07:42,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409420 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414657,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 08:22,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409421 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414658,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/1/2022 05:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/1/2022 09:33,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409793 / 07/04/2022,PU,PCS : 10     WT : 50.00,PU#   3415030,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 03:25,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32409438 / 07/01/2022,PU,PCS : 10     WT : 50.00,PU#   3414675,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/4/2022 07:29,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/4/2022 07:55,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32412299 / 07/05/2022,PU,PCS : 10     WT : 50.00,PU#   3417536,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/5/2022 07:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/5/2022 07:32,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32412851 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418088,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/6/2022 01:28,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/6/2022 01:30,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
,32407160 / 06/27/2022,PU,PCS : 2     WT : 20.00,PU#   3412397,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 6/30/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 6/30/2022 06:49,,           TotalShipment : 20        Total PCS : 101        Total WT :  586      
